amfi_code,scheme_name,overall_cagr,overall_cagr_pct,cagr_1y,cagr_3y,cagr_1y_pct,cagr_3y_pct
120505,ICICI Pru Midcap Fund - Regular - Growth,0.3282740607461121,32.82740607461121,0.29627681171526876,0.3176924285223732,29.627681171526877,31.769242852237323
119598,SBI Small Cap Fund - Regular Plan - Growth,0.32423536152454613,32.423536152454616,0.8285157468100046,0.2666309129954312,82.85157468100046,26.66309129954312
149324,DSP Small Cap Fund - Regular - Growth,0.3228744045157361,32.287440451573616,0.6519546577826334,0.2699350260734621,65.19546577826334,26.99350260734621
148569,Mirae Asset Tax Saver Fund - Regular - Growth,0.3194952310833252,31.94952310833252,0.3978380253854239,0.2917135767741186,39.78380253854239,29.17135767741186
148567,Mirae Asset Large Cap Fund - Regular - Growth,0.3097410750185903,30.974107501859027,0.2037595706234765,0.33991970400445304,20.37595706234765,33.991970400445304
120843,Kotak Flexicap Fund - Regular - Growth,0.3090745475400549,30.907454754005492,0.2667758391882715,0.2957511058901836,26.677583918827153,29.57511058901836
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,0.3012315310072722,30.12315310072722,0.5327719549540499,0.3243397122906222,53.277195495404996,32.43397122906222
149323,DSP Midcap Fund - Regular - Growth,0.29581086910433996,29.581086910433996,0.21497414349538224,0.26863103668817145,21.497414349538225,26.863103668817146
119094,Axis Midcap Fund - Regular - Growth,0.2821441719365203,28.214417193652032,0.22277897154308546,0.35102527889035406,22.277897154308548,35.10252788903541
119551,SBI Bluechip Fund - Regular Plan - Growth,0.25804686425584,25.804686425584002,0.6048929711840034,0.3044861306002782,60.489297118400344,30.448613060027817
118632,Nippon India Large Cap Fund - Regular - Growth,0.24049492662391758,24.049492662391756,0.340078958236512,0.22646647456747715,34.007895823651204,22.646647456747715
101206,ABSL Frontline Equity Fund - Regular - Growth,0.2353836133468803,23.53836133468803,0.4796379447633372,0.28960211096593724,47.96379447633372,28.960211096593724
120504,ICICI Pru Bluechip Fund - Direct - Growth,0.2329511862010305,23.29511862010305,0.13073788394478303,0.32478927222623,13.073788394478303,32.478927222623
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.2251686900711385,22.516869007113847,0.14279834500870736,0.14744434832760533,14.279834500870736,14.744434832760533
119552,SBI Bluechip Fund - Direct Plan - Growth,0.21524235873769704,21.524235873769705,0.057101178520777784,0.16263375081360643,5.7101178520777784,16.263375081360643
125497,HDFC Top 100 Fund - Direct Plan - Growth,0.19017795344711463,19.017795344711462,0.286975804558778,0.18429918008610047,28.6975804558778,18.429918008610045
120503,ICICI Pru Bluechip Fund - Regular - Growth,0.18785325598262204,18.785325598262204,0.08495135972254553,0.13974980348212673,8.495135972254552,13.974980348212673
102885,UTI Nifty 50 Index Fund - Regular - Growth,0.18232378887705947,18.23237888770595,0.20222858595384663,0.19662361245910964,20.222858595384665,19.662361245910965
120506,ICICI Pru Value Discovery Fund - Regular - Growth,0.1708486725575018,17.08486725575018,0.4185299002066023,0.18417429266835228,41.85299002066023,18.417429266835228
102887,UTI Flexi Cap Fund - Regular - Growth,0.16841120247307528,16.84112024730753,0.1359304393755194,0.25549670172502026,13.59304393755194,25.549670172502026
118634,Nippon India Small Cap Fund - Regular - Growth,0.16373474033415758,16.373474033415757,0.158228664455887,0.080060298597036,15.822866445588701,8.0060298597036
118633,Nippon India Large Cap Fund - Direct - Growth,0.16274217354504272,16.274217354504273,0.25559539940517384,0.21084691029380598,25.559539940517382,21.084691029380597
118635,Nippon India ETF Nifty 50 BeES,0.15957231179671738,15.957231179671737,0.22510248103762276,0.2000321571698329,22.510248103762276,20.00321571698329
120841,Kotak Bluechip Fund - Regular - Growth,0.1353221114899239,13.53221114899239,0.1684955152939842,0.1726301444443794,16.849551529398422,17.263014444437943
149322,DSP Top 100 Equity Fund - Regular - Growth,0.13393275924001857,13.393275924001857,0.1812461925339035,0.1803973982038829,18.12461925339035,18.03973982038829
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,0.11301817123279978,11.301817123279978,0.15455077019290386,0.11242518737374207,15.455077019290385,11.242518737374208
101207,ABSL Small Cap Fund - Regular - Growth,0.07938764837247714,7.938764837247714,-0.24000309180292634,-0.04151453816140693,-24.000309180292632,-4.151453816140693
119093,Axis Bluechip Fund - Direct - Growth,0.07897557854375958,7.897557854375958,0.19781538524100495,0.20811559826631898,19.781538524100494,20.8115598266319
120507,ICICI Pru Liquid Fund - Regular - Growth,0.07237539728384412,7.237539728384412,0.07430320855847317,0.07392538786263403,7.430320855847317,7.392538786263403
120844,Kotak Liquid Fund - Regular - Growth,0.06915272985067156,6.915272985067156,0.07125369741102916,0.06694394239074852,7.125369741102916,6.694394239074852
120842,Kotak Emerging Equity Fund - Regular - Growth,0.06701543482038463,6.701543482038463,0.22518986942465924,0.0775416750547262,22.518986942465922,7.75416750547262
101208,ABSL Liquid Fund - Regular - Growth,0.06509026855465327,6.509026855465327,0.07241777200393584,0.06314299292105274,7.241777200393584,6.314299292105274
119092,Axis Bluechip Fund - Regular - Growth,0.06367989237605243,6.367989237605243,0.0161022963455828,0.005257668501786883,1.61022963455828,0.5257668501786883
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,0.05889418716346717,5.889418716346717,0.05525880326360788,0.05838988442093762,5.525880326360788,5.838988442093762
